record_id,country_of_origin,destination_country,origin_iso3,destination_iso3,year_of_migration,application_date,arrival_date,age,gender,marital_status,field_of_study,subfield,degree_level,prior_education_country,institution_type,institution_name,scholarship_type,scholarship_amount_usd,tuition_usd,living_cost_usd_monthly,funding_source,part_time_work_allowed,hours_worked_per_week,visa_type,visa_status,visa_expiry_date,language_test,language_score,gpa_4_scale,admission_decision,enrollment_status,duration_months,housing_type,on_campus_housing,dependents_count,nationality_status,region_origin,region_destination,application_channel,agent_name,travel_route,flight_cost_usd,covid_vaccination_status,health_insurance_provider,bank_balance_at_enrollment_usd,remittance_sent_usd,part_time_job_sector,student_id_external,notes
46,Iraq??,Ausrtia ,IRQ,AUT,2009,11-05-2008,08-08-2009,17,  Female,Divorced,Lwa,genetIcs, bACHeLOR,ARGENtInA,  tEChnICAL,Northern Medical School,nONe,$0.00🙂,"USD47,733.00"," £1,446 ",  Loan ,N,3,Exchange ,Expired,  07-Mar-2013 00:00 ,ielTS,5.4,1.81,Conditional Offer,On Leave  ,8,Private Dorm,T,0,Stateless,aSia, EurOPE  ,aGEnT,BrightFuture ,IR-AAUS,"2,187",UnkNOWN,  Aetna  ,"57,990.00","£5,744", Logistics  ,S183883… ,IeLts rE-tAkE AVdIsEd
47,eMxico,United States,MEX, USA ,2013,  21-apR-2013 00:00% ,08-08-2013,27,Other,SINGLE,enViroNmENTAl sICENce , Statistics,masTeR,SPAin,Public,National University,goVERnmeNT," £1,254 ","$11,582.00",, SeLf-FuNDED  ,Yes,1,sTudent,  PENDoniG,11/06/2015%,TEOFL,86,2.85,RejeCt,Deferred…,37,prIVAte Dorm,0,0,Single!,  amERiCAs$ ,Americas,WaLK-IN,,meX-IcN-SIn-Uni,"USD1,279.00",Unknown,None,"£65,628","$8,830.00",reTaIL,S484131,visa interview scheduled
48,India,United States  ,IND,  usA  ,2016,09-04-2016,2016-10,32,mALE^,DIvORcEd??, PsychOLoGy,  cLIMAtE cHANGE~  ,PhD,Cvolombai,coMMunity,International Institute of Science,GovErnmeNT,"3,566 USD"," USD22,534.00~ ",USD818.00,Sponsor,T,11,Exchange,apPRoveD^,  08-04-2017  ,toefl,84,2.76,Offer,Deferred,30,Off-campus,yes,2,Single🙂 ,Asia,Americas,  AgEnt  ,,IND-IST-UNI ,595,fULLY vAccINAteD,none,"£48,690","12,185.00",  Noen ,s502499%,bAnK StatemeNT oK
49,Morocco,Italy,MAR*,TnIA,2024,21-08-2023,N/A,30,  OtHeR  ,SInGle,Biology,Marketing ,Bachelor,eGYPt,cOMMunItY,statE reSeARcH uniVErSITy,nonE,0 INR~,"29,539 INR","2,346*",Scholarship,T,23,Exchange,Approved,08-13-2027 ,DUOLINgo,102,3.45,rejECT,No-Show,30,Private Dorm,yes,2,Refugee,Africa%,eUorPE,Agent,UniPath Inc., MOR-AUH-ITA,"1,683 USD",unKnOWN,aEtNA@ ,"$3,563.00","4,823 INR",rEtaiL,S629385,bank statement ok
50,Morcoco*, Malaysia  ,MAR,MSY,2007,25-01-2007,22-Aug-07,20,Male,WiDOwEd, Arts… ,  Organic Chemistry, Bachelor,SrI lAnka,PUBliC??,International Institute of Science,  NONE , $0… ,"USD35,945.00","€1,157",Loan,N,5,resEArch,Approved,03-May-08,PTE  ,45,3.02,WaiTliSt,EnROlleD,52,On-campus,No,1,rEfUGee,afRIca,Asia  ,  eMIaL ,EduLink Inc.,MOR-FRA-ICN-MAL,"$2,319.00",FullY VaCCINATEd,Cigna , 47573$,"$1,178",it SUpPoRT,s278703/2021,  feE wAiver gRANTeD…  
51,sOutH KOREA,Italy,KOR,  ItA ,2023,  2022/12/12 ,na,23,Non-BinaRY^,Divorced,ArchITEctuRE,Urban Planning,diploMA,cHIEl,COmMunITy,International Institute of Science,GovernMeNt,"14,358.00??"," £9,570 ","2,264 USD", mIxED,1,20,Exchange,EXpiREd, 2027-11-26,Duolingo,108,2.37,Rejetcp^,gRADuATeD  ,22, ofF-camPuS,no,0,Stateless,ASiA^, Europe, Walk-in,N/A,SOU-AMS-ITA,USD 642,  Fully Vaccinated  ,aTEnaA,"52,250 USD",,Food Service??,s466712,NEEDs TranSCrIPT eVLa
52,Moorcico ,United rAab Emirates,maR,ARE,2005,05-10-2005,25-02-2006,32,Non-binary,Married  ,Psychology,Machine Learning,Phd,myANmaR,Technical,Central Arts Academy,University,"£6,587","42,015 USD","USD 2,062",SElF-FUNDed,No,7,Training,  Approved ,2010-10,PTE,63,3.48,ReEjCT,Enrolled,40,shareD aparTmENt,Y,0,DUAl,AFriCA%,  Asia,Online Portal,NA,MOR-UNI,"£1,438",Fully Vaccinated,  buPA  ,"29,303 USD"," $8,955 ",Tutoring,s986151-2025,  visa interview scheduled 
53,Egypt,finlANd,EGY~,FIN,2023,20-01-2023,15-09-2023,27,Male,Married,MEdiciNe,bIOiNFORmATiCS,bacHElOR,MOnGoLia,PrIVAtE,  Global Tech University ,Partial*,"$7,968.00",null,"€1,840",Mixed,1,20, Exchange  ,UndEr ReVIeW??,04-09-2027,dUoLingo,132,2.67,WaiTlist,enROlLed,58,HMoEstAy@,FALSE,0,Refugee,Africa,EUroPE,agENT#,PathwayPro Pvt Ltd,EGY-NRT-FIN," USD2,091.00 ",Unvaccinated%, Local Plan,"USD 26,701","€438,640",lOGisTiCS,s714588_2023, gazp yeare xplained  
54,South Africa,Singapore,zaF,SGP!,2014,24-Oct-13,2014-07  ,29,NON-BINarY,Single,Psychology,  Electrical  ,Diploma,FAyrNCE,  Technical  ,International Institute of Science,GOVErnMenT,"4,540 INR","53,219","USD 2,476",Sponsor,N,3,Reesarch,Approved??  , 06/2017  ,pte,51,3.2,Reject,Enrolled,57,Off-campus,Yes,2,siNgLe,aFRICa ,aSia,WALk-iN,NA,SOU-SIN-IST-SIN??,USD625.00,Unknown,AAX,"USD 25,569",597,iT sUpPORT,S197463/2023,  needs transcript eval 
55,PHIlIpPINES^,Germany,pHl,dEu,2012,07-09-2011,30-12-2011,29,Male🙂  ,Married,Physics,Sttaistics…, cErTIfiCaTE,GHANa,Community,Central Arts Academy,nOne,0,"€17,309",$428.00,Sponsor,NA,13,TRainING  ,APpRoVed,092/014,pte ,56,2.52,OfEfR@,  wIThDRAWn  ,15,On-campus,T,1,Asylum Seeker,Asia ,ErUoPE,  waLk-iN,,PHI-DXB-GER,"€1,139*",uNknOWn,AeTNa,"USD73,032.00🙂","£11,488",loGiSTics,S703970,IeLTS Re-tAkE aDVIeSd
56,Kenya,JApAn,KEN,JPN,2013,23-May-13, 2013-11 00:00# ,25,fEMALE^,Widowed~, Phyiscs ,UrbnA PlaNNing,Master,Malayicsa,PuBLiC,StAtE ReSEArCH university,NOnE,0,"$45,525.00"," $1,758.00 ",Scholarship,,17,Research,reJEcTEd~,"Nov 12, 2016 ",IELTS,6.8,3.17,CoNdiTioNAL oFFer,no-SHow,23,HoMEsTaY,Y,0,Asylum Seeker, Africa ,aSIA,Agent,na,keN-Jap,"£1,524",Partially Vaccinated, AETna ,"$67,543","$10,566",heALthCARE,s508875_2022  ,LAtE subMisSIon!
57,Spain,Hungary,ESP,HUN,2015,19-01-2015,16-Jun-15,27,feMALE,Widowed,Sociology@ ,Graphic Design,Bachelor,South Korea,Private,City Polytechnic,nOExN,0,"USD 29,111","2,056 USD",SeLf-fuNdEd,N,11,stUdENT, APRpOVed  ,09/0216,IELtS#,5.8,3.71,Conditional Offer??,Withdrawn,52,HomestAy,1,1,Stateless,Europe, Europe,walk-iN,,SPA-CDG-HUN,612 USD,FuLLy vACciNATed, Allianz  ,"40,356 USD",101 USD,None,S314454,visa interivew scheduled
58,Colombia,Finland,COL ,FIN,2022, 07/2021 ,13-04-2022,21,mALE,SINgLE~, Environmental Science , maChiNe lEArNiNg ,Bachelor,IRqa,  REseArHC ,  Central rAts Academy,NOne,0,"£19,476","2,023 INR",SPONsOr,0,22,Training,Approved,May-23, DUOLINGO… ,109,3.8,Conditional Offer,gRaduAteD,39,off-CampuS#,T,1,  reFugee  ,Americas,eurOPE,OnLINE POrtAL,Nil,  col-Doh-hKg-FIN,"£1,694",  uNkNoWn ,Local Plan%," USD42,079.00 ","$11,898.00",Retail,S329009,AGEnT AsSiStEd
59,Irna,Hong Kong,IRN,HKG,2007, 2006/12/20$ ,21-04-2007,20, otHer ,MarRiEd,  Arts  ,Machine Learning,maSteR,CHIle,ReSEaRch,CENTrAl ARts AcADemy,None^,USD0.00,"€53,893"," $2,063.00 ",Scholarship,1,5,rTaining,appROVEd,03-10-2010,Duolingo,101,2.95,  Offer  ,dEFErrED,29,hOMEStaY,N,0,Refugee,Asia ,saIAu,Agent,BrightFuture,IRA-HON,615,Unknown,aetNa,"9,891 USD","10,476",none,S358791,IELTS re-take advised
60,Nepal ,Japan,NPL,JPN,2009,2008/08/14~,  2009-01 00:00,31,othEr,maRrIeD,  mAtHeMatICs,Genetics,baCHeLOR,keNya,eRsearch,Global Tech University,  nONE  ,USD0.00,"$24,709.00~","$1,082.00", Sponsor  ,No,9,REseaRCh,Apporvred,04j-2-42011,  pTE,49,3.16,cONDiTIonal OFFeR,No-Show,60,Off-campus,No,2,sINGLe,AIsnA,sAia!,aGEnt,StudyBridge Inc.  ,  NEP-DOH-FRA-JAP… ,"1,596",parTiaLLY VacciNATED, AeTnA  ,"USD 53,162",N/A,Tutoring,S948370, FeE wAiVER GRaNTED@ 
61,  Japan,Malaysia,JPN,MYs$,2005,na,10-07-2005,30,mAle,Widowed,Business,  Networks,Bachelor,South Africa, Community,  National University  ,paRtIAl,"€17,992","USD 19,621",null,Sponsor,1,6,StUDEnt,APprOved,,IELTS,6.3,3.21,  coNditIonal OfFEr* ,deFeRREd,21,Private Dorm,N,0,DUAL,Aisa,  Asia ,Online Portal,,jAp-lhr-cdG-mAL,"€1,319",Fully Vaccinated,cIGnA," 20,329 INR ","8,623 INR",Food Service@,s311139!,fee waiver granted 
62, Itlay  ,qaTAr,ITA, QAT ,,17-05-2005,28-10-2005,29,Other,Married,  phILOsOPhY,Mechanical,MAsTer,Kenya,Community, State Research University,  nONe , $0 ,38690,$600,FAmiLy,yes,12,Exchange,APproVED,2009-10,tOEFL,98,2.7,OFFER!,  ENRolleD,34,sHAReD pAARtmEnt,FALSE,0,Asylum Seeker,EUrOPE,  asiA, emaIL,StudyWise Services,ITA-IST-QAT," £2,148# ",FUllY VAcCinaTEd,LOCal pLAn," USD11,305.00 ","£7,788",Logistics,  s319328$ ,BaNk STatEMenT oK
63,Russia…,Hong Kong,RUS*,HKG,2018,20-02-2018,  06/2018! ,17,Non-binary,mArriEd%, PuBlic HeALTh  ,eLECTRiCAL,Master  ,Nepal,Private,Metropolitan College, University@," 25,601 INR ","€45,812","USD 1,712",Family,F,4,  Exchange,Approved, 26-Mar-2020  ,DUoLINGo,108,3.45,COnDItIOnAl ofFER,On Leave,46,pRiVTaE DOwRM,TRUE,0,ASlYum SEkekER,Europe,Asia$,oNLinE POrtAl, ,RUS-HON,£905,Fully Vaccinated, aEtNa??,"£19,769",12242,Healthcare,S586734^,NEEDS trANsCrIpt EVAL
64,Peru#,United Arab Emirates,PER, ARE  ,2015,12-Jun-14,09-Sep-14,19,MalE,  Divorced ,  ArtS,NEtwOrks,pHD,keYnA, Community%,NOrthErN MeDical sChOol,nONe%,USD0.00,"€39,281","£1,226^",sPonsor,Yes,21,Student  ,Approved,07-08-2018,PTe,60,3,Waitlist,nO-sHOw,15,Shared Apartment,No,1, dual  ,Americas,ASiA,WAlK-In,NA,PER-ICN-HKG-UNI,,Partially Vaccinated  ,Bupa,"USD9,390.00","9,741.00",Retail ,s560400,visai nterview scheduled
65,sRI LANka@,  MalAYSiA ,LKA,MYS,2013,09-10-2012,01-08-2013,20,MAle  ,Married!,pSyChoLOgY ,MECHaniCal,Bachelor,BangLaDesH,Community,Coastal Business School,uniVeRsitY," USD17,259.00🙂 ","52,557","USD 2,285", Loan  ,F,8,Training,appRoVEd,2016-03,IELTS,6.5,2.58, offer,DEFerrED,50,sHarED apaRtmeNT,FALSE,1,Asylum Seeker,Asia,aSIA,  walK-iN,Nil,SRI-HKG-MAL,"£1,411",Fully Vaccinated$,aeTNa," 6,213 USD "," USD 5,970 ",LOgiSticS,s395391-2022@ ,  MEDicAl InSURAnCe penDInG
66,  Indonesia , Nethrelandys,IDN,NLD,2025,"Jun 04, 2024", 08-Oct-2024  ,20,oTHEr,Married, edUcATIOn ,STATIStICS,  baChELOR,FraNCE,Research,National University,None,USD0.00,"31,236","1,682",SPOnSor,0,16,TrAiNiNG,Pending🙂,17-01-2027,IELTS,7.5,2.34,rejeCt,nO-shoW,3,Homestay,no,2,Refugee,Asia,eUROPE,Online Portal^,NA,  IND-NET ,$868.00…,Partially Vaccinated#,nOne,"14,482","13,259",it SuPpORT, s630664/2022  ,  vISa INTERviEw sCHEdULed🙂 
67,Japan,United Arab Emirates,JPN, ARE ,2007,02-11-2006,02-10-2007,19,MAlE,Widowed,ENVIronMeNtaL ScieNCE,Genetics,  Master  , Morocco  ,cOmmuNItY, State Research University  ,uNIVeRsiTy,"€754,710","$49,298.00","2,206 INR",Sefl-funded,Yes,13,Exchange,APPrOveD,Aug-08,Duolingo,131,3.52,COndiTioNAL offEr  ,withdraWN,34,On-campus,yes,1,Asylum Seeker🙂,aiSA,Asia,Email ,,jAP-Ams-HkG-uni," £1,306 ",  fUlLy vacCINAted??  ,locaL plan,"23,011 USD"," 14,757 USD🙂 ",lOgISTiCs,S432408-2023,baNKs TaTecMeNt oK
68,ZiMbABwe,cIhNA ,ZWE!,CHN,2015,06-10-2014, 2014-12-13,33,Male,divORcEd,Nursing,CURRCiulUM sTuDieS,Diploma, India*  ,pUBlic,International Institute of Science,GOvErNmENT,"USD 4,614","USD40,162.00","1,441",SchoLARSHIp,TRUE,3,  Exchange ,appROVED,  2018/07/03 00:00,toeFL,109,2.29,OFfER,  oN LEAVE ,36,Hmoestay,N,1,SiNgLE, Africa ,asiA,  wacLk-Ni ,,  ZIM-NRT-AMS-CHI,"1,836 USD",Unknown,  AXA  ,"28,488.00",5298,Healthcare, S840085-2024,  aGent AsSIsTEd
69,  Ethiopia, Denmark  , ETH ,DNK,2023,  12-03-2022  ,Jan-23,27, maLE ,Divorced,Mathematics,  mIcROpeConOmCiS,Bachelor,  Egypt ,CMoMuNITY%,Northern Medical School,None,$0,"22,639 USD",$915.00,sPONsoR,N,15,stUdEnT@ ,ApproVED,"Oct 03, 2023", DuolIngO ,117,2.3,Waitlist,Deferred,31,oN-cAmPuS^,no,1,Stateless,aFRICA,Europe,WALK-In,,ETH-ICN-DEN,382, PArtIALLY VaCCiNATeD  ,ciGna,"62,230 USD","7,866 USD…",fOoD sErvice,S881236🙂,medical insurance pending^  
70,Japan,Germany, JPN  ,DEU,2014,,29-01-2014,33,MALE,Widowed$,Philosophy,Graphic Design,Bachelor,SOUtH KOReA$,PublIC,CoASTaL buSINesS SCHoOl,Government,"17,545 USD!","56,863","2,190.00",spoNSOr,yes,9,Stuednt,pendiNg,20-Nov-15,Duolingo ,116,3.65,Reject,No-Show,37,On-caMPUs#,N,1,Single,sAia,eURoPE,Email,BrightFuture,JAP-HKG-NRT-GER,307.00^,FuLLY VACicNaTED, Cigna  ,NA,"$5,592.00",Logistics,S283948-2021🙂,medicali nsurance pending
71,Bangladesh,Germany,BGD,DEU,2005,11-03-2005,2006-06  ,26,Non-binary,Widowed^,pubLIC HeALth,  Curriculum Studies,  Myatser  ,tURKey,Public,  Northern Medical School,None,€0,32014,£230,faMiLy,No,3,Training,AppROeVD,17/05/2010%,IELTS🙂,4.2,3.26,Conditional Offer,Withdarwn,55,Shared Apartment  ,TRUE,0,  Single ,asiA,eurOpe,Email,UnIpatH,BAN-IST-GER🙂,"USD 1,966", fulLy vaCcInated ,Local Plan  ,," $9,949.00 ",Healthcare,S880844_2021*,AGENt ASsiStEd
72,Philippines,aQtar,PHL,qAT,2008,14-06-2007,"  Jul 25, 2007  ",28,Non-binary,Divorced, Business ,Statistics,BACHEloR,Zimbabwe,  Technical,State Research University,Government,"£10,810","$9,830.00??","1,208@",Loan,Yes,6,Student,appRoVeD,  2010/07/17,iEltS,5.7,3.14,coNDitionaL oFfEr,Withdrawn,27,ON-caMPus,no,1,Asylum Seeker,Asia,Asia, wAlk-iN  ,null, PHI-FRA-AUH-QAT$  ,"€1,604",PrATIalLy vaCCviNated,None  ,"£16,464","USD 3,977",RetaIL ,S129976-2022🙂,needs transcript eval…
73,ArgEntiNa%,France,ARG,FRA,2016,—,03-04-2016,20,oTHER,MaRrIed ,PSYHCOlOgY, Genetics,ceRtIFicAtE,MyanmaR,Research,NoRThern mEDicAL ScHOoL,None,0,"$55,576.00","$1,478",viMxed ,Y,1,  rESEaRCh  ,apPRovED%,2020-12, IElts ,6.5,3.25,Offer, On Leave  ,30,On-campus,F,2,stAtELEsS,ameRICAs,EurOpE,WAlk-iN,,ARG-AUH-FRA,,Partially Vaccinated!,Local Plan,"€79,924","USD 8,080",It support,s668716/2025,  gap year explained… 
74,cIHLe ,New Zealand, CLH  ,NZL,2019,11-Apr-19,11-Aug-19,19,otHeR,mARRIed,PhILOoSPhy~,Electrical,Master,Tunisia,Techincal,State Research University,Gvoernment,"€4,370","40,227.00","2,496.00",Self-funded,1,19,Research*,AppROVEd,"apR 06, 2021",PTE,51,3.1,COnDItionAl OFFER,GrADUATEd,11,Shared Apartment,FALSE,0,Refugee,Americas,  Oceania ,onLiNe PoRtal,,CHI-NEW,522,Unknown,Allianz,18823,"$10,711",Healthcare,S850653/2024…,  BAnk sttAENMent oK folLowUp 
75,Ghaan ,EDnwMARk ,  GhA ,DNK,2014,2013/12/06~,22-Aug-14,34, feMALe,Divorced,Philosophy,International Law,BAChelOR,aRGeNtiNa,Research,nOrtheRN MEDicaL sCHOol??, UnIVERsITY ,"$5,338"," USD 59,291 ","2,047 INR",  Mixed  ,N,17,Research,Approved,Jun-17,DUOliNgO,96,2.49,oFFER,Deferred,16,On-campus,FALSE,2,dUal,Africa,eURoPe,WAlK-iN,,GHA-NRT-DEN ,"USD 1,244",fuLlY vACCINaTED,Allianz,"$19,168.00","€11,685",Retail??,s996045,LqTae subMIsSIon  
76,Sri Lanka,  Austria,LKA ,AUT,2007,04-18-2007^,"  Nov 12, 2007",31,Other,qSnigle??, aRts  ,Epidemiology,PhD,Indonesia,Community, Coastal Business School  ,None,€0,"24,693!",$433.00, Sponsor~ ,No,10,TrAINiGn, aPpRoved ,Apr-11,TOEFL,89,3.54,  OFfRE ,GradUATEd,12,Off-campus,TRUE,2,Dual,AsIA,eUrOPe,Online Portal,na,  SRI-FRA-AUS  ,"USD1,976.00",  Unknown  ,Local Plan,62142,"USD8,997.00",Tutoring  ,  s443824 ,  LaTe SUbmisSIon 
77,ZiMBabWe,Denmark^,ZWE,DNK^,2020," May 28, 2020  ",,21,Non-binary,WIdOwEd,PHIlOSOhPy,Mechanical,bAcheLOr,Ghana,cOmmUnitY,City Polytechnic,None%,£0,"$49,817.00#"," USD1,395.00 ", loAn ,no,5,  Training ,ApProved,09-18-2024,DuOlIngo,117,2.83,coNdiTionaL offEr,On Leaev,39,Off-campus,1,1,DUaL*,AfrICA,eUrOPE,oNLINE poRTAl,,ZIM-NRT-ICN-DEN,757 INR,UNkNOwN!,bupA,"63,853",14330,hEalThcARe,S638305,gap year exlpained
78,Peru,Italy,PER,ITA,2017,20-02-2016 00:00,23-12-2016,29,Non-binary,DivOrceD,ezNGiNEERign??,eleCtriCal,Bachelor,South Africa,REseARch,State Research University,University,"26,921 INR"," €21,479 ",NA,sElf-FuNDed,N,9,TrAInINg,Approved,11-30-2020,PtE,51,2.77,Reject,  WIthDrAwN ,38,Off-camPuS,No,2,STAteLESs,AMeRICaS%,europe~,aGENT#,na,PE-RjITA,"34,850", Unknown ,LOcal plAn,"£21,269"," USD13,709.00$ ",rETAIl,s870060…,lAte SubMissION🙂
79,China  ,United Kingdom,CHN,GBR,2012,2012-01," May 13, 2012… ",30,maLe??,Married, Law  ,Epidemiolgoy,PhD,India,Research!,State Research University,NOne, $0.00 ,"$31,768~",1902,FaMIly,F,16,Traiinnpg,Pending,Sep-14,IELTS,5.8,3.58,wAIltIST,wItHDRaWN,10,Homestay,no,2,AsyluM seekER, Asia  ,eRUopE ,  Online Portal  ,,chi-fRA-LHr-uni,"USD 2,269",unVACciNaTEd, BupA ,"USD47,726.00","USD2,842.00",FOOD sERVIce,S256471_2023,viSa INtErVIew SChedUlEd
80,Myanmar,Poland,MMR,POL,2019,Nov-18,"Oct 15, 2019",30,OTheR,divORcEd,Public Health,bIOiNfORMaTICS,Bachelor#,jAPAN,Community,noRTherN MEDIcal sChOoL,  None ,0,"USD 22,799",£539,MIXeD,No,22,Training,  ApPRoVeD!  ,  2020-07 , PTE  ,56,2.86,Offer,On Leave,9,Homestay,TRUE,0,sinGLe,aSIa, EURope, WALK-iN ,null,  MYA-SIN-FRA-POL  ,"USD 2,238",unkNoWn,Local Plan,"77,065","$14,432.00",FoOd sErvicE,S925095_2022  ,agenta ssispted…
81,tHaILAnD,Netherlands,THA,LND ,2009,04-07-2008,"Apr 27, 2009  ",19,Non-binary,Divorced ,Physics,GENETiCs,  Diploma  ,tUnISIA,Research  ,Central Arts Academy!  ,None,0,"USD 59,509",479 USD,Family,no,21,Training,aPPROveD,13-08-2012,TOEFL,101,3.54,  Waitlist  ,enrollED,22,oFF-CampUS,No,1,sTateLEss,Asia, EUrope  ,AGenT,GLoBAledU GrOUP,THA-IST-NET,"1,173 INR", pArtIallY VaCciNATED,aLLiANZ,"€9,634","2,093 USD",  Logistics ,S749344_2021, medical insurance pending 
82,Turkey, Czech Republic,Trud,cZe,2018,14-07-2017,"May 08, 2018",28,Non-binary,diVORceD,Biology,finANce,Bachelor,Uganda,Community…, STATe reSearCh uniVerSITy^,None,0,"26,498 USD",630,scHoLarSHiP,no,18,Traniing🙂,apprOveD,04-01-2021,  dUOLINGO ,119,3.06,wAItlIsT, dEfErRED  ,6,ON-CaMPuS,no,0,ASYLum sEeKER,  asIa ,  euROPe,Online Portal,NA,TUR-AUH-CZE,"1,129",fUlLy VAcCinAtEd, Allianz ," £51,670 ",1276,Tutoring%,S615845,ieLTs Re-Take aDvISEd
83,vieTnaM,nauSRtaLiA,NVM,AUS,2007,05-12-2006,06-05-2007,33,oTHer,Single~,pHiloSOphy,FIaNNaCe,Master,  SPaNoI  ,Private,Global Tech University,nONe, 0 INR ,"51,289 INR🙂","$2,318.00",seLf-FUNDed,yes,20,eXcHAnGe,ExpirED🙂,"Jun 21, 2011$",IeLTS,6.9,3.34,Offer,WithdRAwn,21,off-cAMpuS,TRUE,0,siNglE,aSia$,OceAnIA…,OnlInE poRtal,,VIE-DOH-AUS,899,UNKnowN,Cigna,"24,184 INR^","USD10,588.00",Food Service,s971990~,needs transcrip tveval
84,  Sri Lanka,  Denmark  ,LKA,DNK,2010,"Feb 07, 2010",21-11-2010,21,Other,Divorced,Arts,Epidemiology,bachelor!,inDOnESia ,Private,Coastal Business School??,Private,"USD7,448.00",59535,"USD2,448.00",Scholarship,1,23,REseARCh,apprOVeD,N/A,duoLINGo,122,3.37,Conditional Offer,nO-ShWO,588,  HoMEStAY,0,2,reFuGEe,asIA,EuRoPE,AGENt,sCHOLarShub,SRI-LHR-EDN," 2,080 USD ",  UNvaccinatEd  ,Allianz," €45,327 ","$13,311",NonE,S345670_2024,DoCs verifiED.
85,Venezuela,Netherlands,VEN ,NLD,2012,07-Oct-11,12-18-2011,24,Non-binary,SinglE,MathemAticS,tSATIsTiCs,Master ,Etihoplia  ,Technical*,cENTRAL aRts AcADEMY,none,0 INR," £57,358 "," 2,006 INR ",spONsOr,N,5,RESEArCH, pEnDINg,04-11-2015,pte,61,2.66,rEJect,grAduaTeD,52,Shared apaRTMent,TRUE,1,  Asylum Seekre  ,Americas,euROpe,  wALK-iN,,VEN-NET,€616,Unknown  ,ciGan,"USD16,332.00",USD 40, None ,s377850,  gap year explained$
86,Syria, Qatar, SYR  ,QAT,2013, 25/04/2012,23-Jan-13,22,Male,Widowde~,daTA ScIENcE,MICRoceOnOmics,PhD, Ghana  ,Research,State Research University  ,Nnoe,0 USD,"50,442.00","USD1,443.00",SELf-funded,TRUE,9,Training,uNdER REvIEW…,"maR 07, 2016  ", PTE,64,3.11,CoNDITiONal OffeR,No-Show,35,hoMEStaY,1,1,Stateless,Asia,AsiA,WaLK-iN ,,  SyR-aUH-qat  ," USD1,315.00 ",PaRitalLy VACcinated,xAlliazn,,"USD13,698.00🙂",healthCare,  s223999??  ,agent assisted??
RID-87, Vietnam , uCaanda  ,VNM,CAN,2018,18-12-2017,2018-08,21,feMaLE…,Widowed,data ScIEnce ,Genetics,DiploMA,CHILe,Public,Metropolitan College,None*,USD0.00,"$27,087@","1,327 INR",SxelfF-UNDEd,Yes,14,ExChaNgE,Approved,Jul-19,PTE,62,3.03,waITLiSt,oN lEaVe@,55,prIVaTe dOrm,No,1,Asylum Seeker,Asia,  Americas  ,eMAil,StUDyBRiDgE,VIE-LHR-DXB-CAN,400,Partially Vaccinated,CIgna,"USD44,719.00$","5,493 USD",Food Service,s384105 ,fee waiver granted
88,Spain,United Arab Emirates~,ESP,ArE,2022,26-11-2021 00:00,25-01-2022,26,NOn-bInARY,WIDowED,Sociology ,Machine Learning,Diploma, South Africa ,REsEarch,Northern Medical Shcool,Partial  ," £12,743 ","$54,378$"," USD 48,960 ",  self-FunDed??  ,no,14,Research,unDEr REviEw,Mar-25,  IELTS  ,4.7,2.52,WAtiLIsT,Graduated,31,HOMeSTYa,1,0,Asylum Seeker,eUrOpe~,  asIa~,AgenT ,PathwayPro Ltd.,SPA-SIN-LHR-UNI,null, fUlly VAcCINaTeD* ,AXA,696,"13,538 USD",NOnE,S929643*,medical insurance pending
89,Malaysia,Australia,MYS,AUS??,2012,11-08-2011,Aug-12,30,Female,Single,Economics,Networks,pOsTDoc🙂,Ethiopia^,pUBlIc,CoaSTal BUsiNEss sCHool,Partail,"20,547 USD","$8,171"," USD 1,986 ",Sopnsor  ,yes,23,  Exchange,Approved  ,25-Oct-15,tOEFL,89,2.9,Offer…,NO-sHOW,52,pRIVATE doRM, ,1,Single,Asia, OceANia,Agent  ,  StUDybRidgE GRoUP ,mAL-Aus,"$1,477",PArTIaLly VaCCinateD,Allianz…," $25,406.00 ","6,204 USD",  None,S195821/2022??,ViSa INTERVIEw sCheudlED🙂
RID-90,fraNCE,Australia,FRA,ASU,2023,19-04-2023,05-04-2024 00:00,30,OtheR,single,Economics, Electrical ,Master,inDiA%,Technical,International Institute of Science,nONE,USD 0,"45,388 INR"," 1,298 USD ",SPONsOR,,10,Research,apProvED, 08-30-2025 , ToEFL  ,98,2.88,RejECT,gRadUAted,14,Off-campus,T,1,Refugee,  EUrope  ,OcEAnIA,Agent%,N/A,FRA-FRA-AUS,"$2,215", Fully Vaccinated ,Cigna,"21,831","3,211",nONe,s809142_2022,  Docs verified.
91, Colombia,  HoNG koNg!,CoL  ,HKG*,2014,null,03-30-2014,21,oThEr,SIngLe,Medicine,Syattistics,PHD,gERmAny,coMmuNIty$,nOrtHerN medIcAL sChool,None, $0 ,"30,407 INR"," $1,286 ",  sPoNSoR  ,TRUE,21,Student,APprovEd,2017-01,IElTS,6.6,3.4,  coNdITIOnAl oFFER  , Graduated ,53,Off-campus,FALSE,1,  Dual ,mAericas,AsIa,Email,STUDYbrIdgE co.,COL-DXB-HON,"1,251 USD",  Fully Vaccinated ,AXA,"USD39,383.00","$8,515.00🙂",Retail ,  S167948^ ,bank statemetn ok
